delta_c/2pi (MHz),Omega_p/2pi (MHz),Ion Amplitude (arb. units)
-882.4193396,1.951235652,0.392493803
-882.4193396,1.974823509,0.392895479
-882.4193396,1.998411367,0.39341655
-882.4193396,2.021999225,0.394068015
-882.4193396,2.045587083,0.394858123
-882.4193396,2.069174941,0.395789887
-882.4193396,2.092762798,0.396859543
-882.4193396,2.116350656,0.398057375
-882.4193396,2.139938514,0.399370116
-882.4193396,2.163526372,0.400783075
-882.4193396,2.187114229,0.402281303
-882.4193396,2.210702087,0.403849849
-882.4193396,2.234289945,0.405473761
-882.4193396,2.257877803,0.407138088
-882.4193396,2.281465661,0.40882788
-882.4193396,2.305053518,0.410528186
-882.4193396,2.328641376,0.412224054
-882.4193396,2.352229234,0.413900533
-882.4193396,2.375817092,0.415542673
-882.4193396,2.39940495,0.417135522
-882.4193396,2.422992807,0.418664129
-882.4193396,2.446580665,0.420113549
-882.4193396,2.470168523,0.421469181
-882.4193396,2.493756381,0.422718024
-882.4193396,2.517344238,0.423850822
-882.4193396,2.540932096,0.424864265
-882.4193396,2.564519954,0.425761449
-882.4193396,2.588107812,0.426550168
-882.4193396,2.61169567,0.42724055
-882.4193396,2.635283527,0.42784344
-882.4193396,2.658871385,0.428369735
-882.4193396,2.682459243,0.428830332
-882.4193396,2.706047101,0.429236128
-882.4193396,2.729634959,0.429598022
-882.4193396,2.753222816,0.429926909
-882.4193396,2.776810674,0.430233688
-882.4193396,2.800398532,0.430529255
-882.4193396,2.82398639,0.430824508
-882.4193396,2.847574247,0.431130344
-882.4193396,2.871162105,0.431457661
-882.4193396,2.894749963,0.431817355
-882.4193396,2.918337821,0.432220324
-882.4193396,2.941925679,0.432677313
-882.4193396,2.965513536,0.433198102
-882.4193396,2.989101394,0.433789931
-882.4193396,3.012689252,0.434455613
-882.4193396,3.03627711,0.435192715
-882.4193396,3.059864967,0.435994576
-882.4193396,3.083452825,0.436852231
-882.4193396,3.107040683,0.437755894
-882.4193396,3.130628541,0.438695672
-882.4193396,3.154216399,0.439661671
-882.4193396,3.177804256,0.440644
-882.4193396,3.201392114,0.441632766
-882.4193396,3.224979972,0.442618076
-882.4193396,3.24856783,0.443590038
-882.4193396,3.272155688,0.444538759
-882.4193396,3.295743545,0.445454347
-882.4193396,3.319331403,0.446326909
-882.4193396,3.342919261,0.447146553
-882.4193396,3.366507119,0.447903385
-882.4193396,3.390094976,0.448587514
-882.4193396,3.413682834,0.449189055
-882.4193396,3.437270692,0.449698475
-882.4193396,3.46085855,0.450107708
-882.4193396,3.484446408,0.45041201
-882.4193396,3.508034265,0.450611717
-882.4193396,3.531622123,0.450712457
-882.4193396,3.555209981,0.450723605
-882.4193396,3.578797839,0.450656338
-882.4193396,3.602385697,0.450522347
-882.4193396,3.625973554,0.450333352
-882.4193396,3.649561412,0.450101074
-882.4193396,3.67314927,0.449837234
-882.4193396,3.696737128,0.449553553
-882.4193396,3.720324985,0.449261751
-882.4193396,3.743912843,0.448973549
-882.4193396,3.767500701,0.448700669
-882.4193396,3.791088559,0.448454829
-882.4193396,3.814676417,0.448247753
-882.4193396,3.838264274,0.448091159
-882.4193396,3.861852132,0.44799677
-882.4193396,3.88543999,0.447976305
-882.4193396,3.909027848,0.448041485
-882.4193396,3.932615706,0.448204031
-882.4193396,3.956203563,0.448475665
-882.4193396,3.979791421,0.448868056
-882.4193396,4.003379279,0.449392187
-882.4193396,4.026967137,0.450056769
-882.4193396,4.050554994,0.450865927
-882.4193396,4.074142852,0.451817504
-882.4193396,4.09773071,0.452903491
-882.4193396,4.121318568,0.454112173
-882.4193396,4.144906426,0.455430246
-882.4193396,4.168494283,0.456844057
-882.4193396,4.192082141,0.458339948
-882.4193396,4.215669999,0.459904263
-882.4193396,4.239257857,0.461523342
-882.4193396,4.262845715,0.46318353
-882.4193396,4.286433572,0.464871167
-882.4193396,4.31002143,0.466572597
-882.4193396,4.333609288,0.468274162
-882.4193396,4.357197146,0.469962204
-882.4193396,4.380785003,0.471623066
-882.4193396,4.404372861,0.47324309
-882.4193396,4.427960719,0.474808618
-882.4193396,4.451548577,0.476305993
-882.4193396,4.475136435,0.477721643
-882.4193396,4.498724292,0.479042762
-882.4193396,4.52231215,0.480258755
-882.4193396,4.545900008,0.481363175
-882.4193396,4.569487866,0.48235485
-882.4193396,4.593075724,0.483237163
-882.4193396,4.616663581,0.484016167
-882.4193396,4.640251439,0.484698963
-882.4193396,4.663839297,0.485292833
-882.4193396,4.687427155,0.485805057
-882.4193396,4.711015012,0.486242917
-882.4193396,4.73460287,0.486613695
-882.4193396,4.758190728,0.486924673
-882.4193396,4.781778586,0.487183131
-882.4193396,4.805366444,0.487396351
-882.4193396,4.828954301,0.487571615
-882.4193396,4.852542159,0.487716205
-882.4193396,4.876130017,0.4878374
-882.4193396,4.899717875,0.487942485
-882.4193396,4.923305732,0.488038738
-882.4193396,4.94689359,0.488133443
-882.4193396,4.970481448,0.488233881
-882.4193396,4.994069306,0.488347333
-882.4193396,5.017657164,0.488481062
-882.4193396,5.041245021,0.488642083
-882.4193396,5.064832879,0.488836588
-882.4193396,5.088420737,0.489069113
-882.4193396,5.112008595,0.489341927
-882.4193396,5.135596453,0.48965519
-882.4193396,5.15918431,0.490007724
-882.4193396,5.182772168,0.49039778
-882.4193396,5.206360026,0.490823487
-882.4193396,5.229947884,0.491282968
-882.4193396,5.253535741,0.491774347
-882.4193396,5.277123599,0.49229575
-882.4193396,5.300711457,0.492845302
-882.4193396,5.324299315,0.493421127
-882.4193396,5.347887173,0.49402135
-882.4193396,5.37147503,0.494644095
-882.4193396,5.395062888,0.495287487
-882.4193396,5.418650746,0.495949652
-882.4193396,5.442238604,0.496628713
-882.4193396,5.465826462,0.497322792
-882.4193396,5.489414319,0.49802997
-882.4193396,5.513002177,0.498748206
-882.4193396,5.536590035,0.499475217
-882.4193396,5.560177893,0.500208402
-882.4193396,5.58376575,0.500944871
-882.4193396,5.607353608,0.501681559
-882.4193396,5.630941466,0.502415329
-882.4193396,5.654529324,0.503143028
-882.4193396,5.678117182,0.503861504
-882.4193396,5.701705039,0.504567604
-882.4193396,5.725292897,0.505258176
-882.4193396,5.748880755,0.505930067
-882.4193396,5.772468613,0.506580126
-882.4193396,5.796056471,0.507205199
-882.4193396,5.819644328,0.507802134
-882.4193396,5.843232186,0.50836778
-882.4193396,5.866820044,0.508898983
-882.4193396,5.890407902,0.509392591
-882.4193396,5.913995759,0.509845451
-882.4193396,5.937583617,0.510254412
-882.4193396,5.961171475,0.510616331
-882.4193396,5.984759333,0.510928291
-882.4193396,6.008347191,0.511188191
-882.4193396,6.031935048,0.511395677
-882.4193396,6.055522906,0.511552912
-882.4193396,6.079110764,0.511664531
-882.4193396,6.102698622,0.511736824
-882.4193396,6.12628648,0.511776828
-882.4193396,6.149874337,0.51179177
-882.4193396,6.173462195,0.511788883
-882.4193396,6.197050053,0.511775398
-882.4193396,6.220637911,0.51175855
-882.4193396,6.244225768,0.51174557
-882.4193396,6.267813626,0.511743692
-882.4193396,6.291401484,0.511760147
-882.4193396,6.314989342,0.51180217
-882.4193396,6.3385772,0.511876991
-882.4193396,6.362165057,0.511991845
-882.4193396,6.385752915,0.512153963
-882.4193396,6.409340773,0.512370579
-882.4193396,6.432928631,0.512648853
-882.4193396,6.456516489,0.512995409
-882.4193396,6.480104346,0.513415376
-882.4193396,6.503692204,0.513911169
-882.4193396,6.527280062,0.514481852
-882.4193396,6.55086792,0.515123687
-882.4193396,6.574455777,0.515831341
-882.4193396,6.598043635,0.516598877
-882.4193396,6.621631493,0.51742027
-882.4193396,6.645219351,0.518289491
-882.4193396,6.668807209,0.519200515
-882.4193396,6.692395066,0.520147314
-882.4193396,6.715982924,0.521123862
-882.4193396,6.739570782,0.522124132
-882.4193396,6.76315864,0.523142096
-882.4193396,6.786746498,0.524171728
-882.4193396,6.810334355,0.525207001
-882.4193396,6.833922213,0.526241889
-882.4193396,6.857510071,0.527270363
-882.4193396,6.881097929,0.528286398
-882.4193396,6.904685786,0.529283967
-882.4193396,6.928273644,0.530257042
-882.4193396,6.951861502,0.531199597
-882.4193396,6.97544936,0.532105604
-882.4193396,6.999037218,0.532969038
-882.4193396,7.022625075,0.533783871
-882.4193396,7.046212933,0.534544076
-882.4193396,7.069800791,0.535243627
-882.4193396,7.093388649,0.535876496
-882.4193396,7.116976506,0.536436656
-882.4193396,7.140564364,0.536918082
-882.4193396,7.164152222,0.537314745
-882.4193396,7.18774008,0.537620619
-882.4193396,7.211327938,0.537829677
-882.4193396,7.234915795,0.537935892
-882.4193396,7.258503653,0.537933238
-882.4193396,7.282091511,0.537815687
-882.4193396,7.305679369,0.537577213
-882.4193396,7.329267227,0.537211788
-882.4193396,7.352855084,0.536713387
-882.4193396,7.376442942,0.536075981
-882.4193396,7.4000308,0.535293544
-882.4193396,7.423618658,0.53436005
-882.4193396,7.447206515,0.53326947
-882.4193396,7.470794373,0.532015779
-882.4193396,7.494382231,0.53059295
-882.4193396,7.517970089,0.529073851
-882.4193396,7.541557947,0.527620522
-882.4193396,7.565145804,0.526476469
-880.9190191,0.512376327,0.35444666
-880.9190191,0.535964185,0.354385733
-880.9190191,0.559552042,0.354352784
-880.9190191,0.5831399,0.354389729
-880.9190191,0.606727758,0.354519439
-880.9190191,0.630315616,0.354748391
-880.9190191,0.653903473,0.355071637
-880.9190191,0.677491331,0.35548423
-880.9190191,0.701079189,0.355981222
-880.9190191,0.724667047,0.356557667
-880.9190191,0.748254905,0.357208618
-880.9190191,0.771842762,0.357929127
-880.9190191,0.79543062,0.358714247
-880.9190191,0.819018478,0.359559031
-880.9190191,0.842606336,0.360458531
-880.9190191,0.866194194,0.361407802
-880.9190191,0.889782051,0.362401895
-880.9190191,0.913369909,0.363435864
-880.9190191,0.936957767,0.364504761
-880.9190191,0.960545625,0.365603639
-880.9190191,0.984133482,0.366727551
-880.9190191,1.00772134,0.36787155
-880.9190191,1.031309198,0.369030689
-880.9190191,1.054897056,0.37020002
-880.9190191,1.078484914,0.371374596
-880.9190191,1.102072771,0.372549471
-880.9190191,1.125660629,0.373719697
-880.9190191,1.149248487,0.374880327
-880.9190191,1.172836345,0.376026413
-880.9190191,1.196424202,0.37715301
-880.9190191,1.22001206,0.378255168
-880.9190191,1.243599918,0.379327943
-880.9190191,1.267187776,0.380366385
-880.9190191,1.290775634,0.381365548
-880.9190191,1.314363491,0.382320486
-880.9190191,1.337951349,0.38322625
-880.9190191,1.361539207,0.384077894
-880.9190191,1.385127065,0.38487047
-880.9190191,1.408714923,0.385599031
-880.9190191,1.43230278,0.386258631
-880.9190191,1.455890638,0.386844322
-880.9190191,1.479478496,0.387351173
-880.9190191,1.503066354,0.387774597
-880.9190191,1.526654211,0.38811125
-880.9190191,1.550242069,0.388360427
-880.9190191,1.573829927,0.388525218
-880.9190191,1.597417785,0.388612425
-880.9190191,1.621005643,0.388631323
-880.9190191,1.6445935,0.388592303
-880.9190191,1.668181358,0.388506032
-880.9190191,1.691769216,0.388383189
-880.9190191,1.715357074,0.388234451
-880.9190191,1.738944932,0.388070494
-880.9190191,1.762532789,0.387901996
-880.9190191,1.786120647,0.387739634
-880.9190191,1.809708505,0.387594085
-880.9190191,1.833296363,0.387476026
-880.9190191,1.85688422,0.387396136
-880.9190191,1.880472078,0.38736509
-880.9190191,1.904059936,0.387393566
-880.9190191,1.927647794,0.387492241
-880.9190191,1.951235652,0.387671793
-880.9190191,1.974823509,0.387942899
-880.9190191,1.998411367,0.388316152
-880.9190191,2.021999225,0.388801348
-880.9190191,2.045587083,0.3894059
-880.9190191,2.069174941,0.39013268
-880.9190191,2.092762798,0.390978693
-880.9190191,2.116350656,0.391935785
-880.9190191,2.139938514,0.392992725
-880.9190191,2.163526372,0.394137049
-880.9190191,2.187114229,0.395356067
-880.9190191,2.210702087,0.39663709
-880.9190191,2.234289945,0.397967429
-880.9190191,2.257877803,0.399334393
-880.9190191,2.281465661,0.400725293
-880.9190191,2.305053518,0.402127438
-880.9190191,2.328641376,0.40352814
-880.9190191,2.352229234,0.404914707
-880.9190191,2.375817092,0.406274451
-880.9190191,2.39940495,0.407594681
-880.9190191,2.422992807,0.408862708
-880.9190191,2.446580665,0.410065845
-880.9190191,2.470168523,0.411191697
-880.9190191,2.493756381,0.412229202
-880.9190191,2.517344238,0.41317043
-880.9190191,2.540932096,0.414012415
-880.9190191,2.564519954,0.414757546
-880.9190191,2.588107812,0.415412135
-880.9190191,2.61169567,0.415984448
-880.9190191,2.635283527,0.416483344
-880.9190191,2.658871385,0.416917731
-880.9190191,2.682459243,0.417296515
-880.9190191,2.706047101,0.4176286
-880.9190191,2.729634959,0.417922894
-880.9190191,2.753222816,0.418188302
-880.9190191,2.776810674,0.41843373
-880.9190191,2.800398532,0.418668085
-880.9190191,2.82398639,0.418900271
-880.9190191,2.847574247,0.419139195
-880.9190191,2.871162105,0.419393763
-880.9190191,2.894749963,0.419672881
-880.9190191,2.918337821,0.419985455
-880.9190191,2.941925679,0.420340274
-880.9190191,2.965513536,0.420745384
-880.9190191,2.989101394,0.42120688
-880.9190191,3.012689252,0.421727456
-880.9190191,3.03627711,0.422305766
-880.9190191,3.059864967,0.422937223
-880.9190191,3.083452825,0.423615462
-880.9190191,3.107040683,0.42433349
-880.9190191,3.130628541,0.42508423
-880.9190191,3.154216399,0.425860608
-880.9190191,3.177804256,0.426655546
-880.9190191,3.201392114,0.427461971
-880.9190191,3.224979972,0.428272806
-880.9190191,3.24856783,0.429080976
-880.9190191,3.272155688,0.429879404
-880.9190191,3.295743545,0.430661016
-880.9190191,3.319331403,0.431418736
-880.9190191,3.342919261,0.432145489
-880.9190191,3.366507119,0.432834197
-880.9190191,3.390094976,0.433477787
-880.9190191,3.413682834,0.434069189
-880.9190191,3.437270692,0.434601578
-880.9190191,3.46085855,0.435069164
-880.9190191,3.484446408,0.435468491
-880.9190191,3.508034265,0.435799672
-880.9190191,3.531622123,0.436066544
-880.9190191,3.555209981,0.436275574
-880.9190191,3.578797839,0.436434498
-880.9190191,3.602385697,0.436551411
-880.9190191,3.625973554,0.436634433
-880.9190191,3.649561412,0.436691681
-880.9190191,3.67314927,0.436731272
-880.9190191,3.696737128,0.436761324
-880.9190191,3.720324985,0.436789955
-880.9190191,3.743912843,0.436825282
-880.9190191,3.767500701,0.436875422
-880.9190191,3.791088559,0.436948495
-880.9190191,3.814676417,0.437052616
-880.9190191,3.838264274,0.437195905
-880.9190191,3.861852132,0.437386478
-880.9190191,3.88543999,0.437632453
-880.9190191,3.909027848,0.437941948
-880.9190191,3.932615706,0.43832308
-880.9190191,3.956203563,0.438783968
-880.9190191,3.979791421,0.439332692
-880.9190191,4.003379279,0.439976831
-880.9190191,4.026967137,0.440722305
-880.9190191,4.050554994,0.441571687
-880.9190191,4.074142852,0.442522965
-880.9190191,4.09773071,0.443569852
-880.9190191,4.121318568,0.444703358
-880.9190191,4.144906426,0.445913333
-880.9190191,4.168494283,0.447189371
-880.9190191,4.192082141,0.448521063
-880.9190191,4.215669999,0.449898001
-880.9190191,4.239257857,0.451309777
-880.9190191,4.262845715,0.452745981
-880.9190191,4.286433572,0.454196204
-880.9190191,4.31002143,0.455650039
-880.9190191,4.333609288,0.457097075
-880.9190191,4.357197146,0.458526905
-880.9190191,4.380785003,0.45992912
-880.9190191,4.404372861,0.461293311
-880.9190191,4.427960719,0.462609069
-880.9190191,4.451548577,0.463865986
-880.9190191,4.475136435,0.465053721
-880.9190191,4.498724292,0.466162539
-880.9190191,4.52231215,0.467184457
-880.9190191,4.545900008,0.468114778
-880.9190191,4.569487866,0.468952983
-880.9190191,4.593075724,0.469702157
-880.9190191,4.616663581,0.470367504
-880.9190191,4.640251439,0.470955056
-880.9190191,4.663839297,0.471470989
-880.9190191,4.687427155,0.471921477
-880.9190191,4.711015012,0.472312696
-880.9190191,4.73460287,0.472650821
-880.9190191,4.758190728,0.472942027
-880.9190191,4.781778586,0.473192491
-880.9190191,4.805366444,0.473408387
-880.9190191,4.828954301,0.47359589
-880.9190191,4.852542159,0.473761176
-880.9190191,4.876130017,0.473910421
-880.9190191,4.899717875,0.474049799
-880.9190191,4.923305732,0.474185485
-880.9190191,4.94689359,0.474323656
-880.9190191,4.970481448,0.474470487
-880.9190191,4.994069306,0.474632152
-880.9190191,5.017657164,0.474814811
-880.9190191,5.041245021,0.475024388
-880.9190191,5.064832879,0.475266044
-880.9190191,5.088420737,0.475543394
-880.9190191,5.112008595,0.475857937
-880.9190191,5.135596453,0.476209205
-880.9190191,5.15918431,0.476595484
-880.9190191,5.182772168,0.477014527
-880.9190191,5.206360026,0.477463969
-880.9190191,5.229947884,0.477941446
-880.9190191,5.253535741,0.478444592
-880.9190191,5.277123599,0.47897104
-880.9190191,5.300711457,0.479518426
-880.9190191,5.324299315,0.480084384
-880.9190191,5.347887173,0.480666548
-880.9190191,5.37147503,0.481262553
-880.9190191,5.395062888,0.481870033
-880.9190191,5.418650746,0.482486622
-880.9190191,5.442238604,0.483109955
-880.9190191,5.465826462,0.483737669
-880.9190191,5.489414319,0.484367437
-880.9190191,5.513002177,0.484997034
-880.9190191,5.536590035,0.485624448
-880.9190191,5.560177893,0.486247938
-880.9190191,5.58376575,0.486866011
-880.9190191,5.607353608,0.487477327
-880.9190191,5.630941466,0.488080609
-880.9190191,5.654529324,0.488674591
