delta_c/2pi (MHz),Omega_c/2pi (MHz),EIT Amplitude (arb. units)
-996.5359189,1.482367402,0.000236906
-996.5359189,1.49003013,0.000302446
-996.5359189,1.497692857,0.000373478
-996.5359189,1.505355584,0.000450125
-996.5359189,1.513018312,0.000532508
-996.5359189,1.520681039,0.000620747
-996.5359189,1.528343766,0.000714956
-996.5359189,1.536006494,0.00081522
-996.5359189,1.543669221,0.00092157
-996.5359189,1.551331949,0.001033959
-996.5359189,1.558994676,0.001152268
-996.5359189,1.566657403,0.001276328
-996.5359189,1.574320131,0.001405953
-996.5359189,1.581982858,0.001540949
-996.5359189,1.589645586,0.001681122
-996.5359189,1.597308313,0.001826281
-996.5359189,1.60497104,0.001976232
-996.5359189,1.612633768,0.002130782
-996.5359189,1.620296495,0.002289737
-996.5359189,1.627959223,0.002452907
-996.5359189,1.63562195,0.002620096
-996.5359189,1.643284677,0.002791112
-996.5359189,1.650947405,0.002965763
-996.5359189,1.658610132,0.003143854
-996.5359189,1.666272859,0.003325194
-996.5359189,1.673935587,0.00350959
-996.5359189,1.681598314,0.003696847
-996.5359189,1.689261042,0.003886774
-996.5359189,1.696923769,0.004079177
-996.5359189,1.704586496,0.004273863
-996.5359189,1.712249224,0.00447064
-996.5359189,1.719911951,0.004669314
-996.5359189,1.727574679,0.004869692
-996.5359189,1.735237406,0.005071582
-996.5359189,1.742900133,0.00527479
-996.5359189,1.750562861,0.005479124
-996.5359189,1.758225588,0.00568439
-996.5359189,1.765888315,0.005890395
-996.5359189,1.773551043,0.006096947
-996.5359189,1.78121377,0.006303852
-996.5359189,1.788876498,0.006510918
-996.5359189,1.796539225,0.006717952
-996.5359189,1.804201952,0.00692476
-996.5359189,1.81186468,0.007131149
-996.5359189,1.819527407,0.007336927
-996.5359189,1.827190135,0.007541901
-996.5359189,1.834852862,0.007745878
-996.5359189,1.842515589,0.007948664
-996.5359189,1.850178317,0.008150066
-996.5359189,1.857841044,0.008349893
-996.5359189,1.865503772,0.00854795
-996.5359189,1.873166499,0.008744044
-996.5359189,1.880829226,0.008937984
-996.5359189,1.888491954,0.009129575
-996.5359189,1.896154681,0.009318625
-996.5359189,1.903817408,0.009504941
-996.5359189,1.911480136,0.009688329
-996.5359189,1.919142863,0.009868598
-996.5359189,1.926805591,0.010045553
-996.5359189,1.934468318,0.010219002
-996.5359189,1.942131045,0.010388752
-996.5359189,1.949793773,0.01055461
-996.5359189,1.9574565,0.010716383
-996.5359189,1.965119228,0.010873877
-996.5359189,1.972781955,0.011026901
-996.5359189,1.980444682,0.011175261
-996.5359189,1.98810741,0.011318763
-996.5359189,1.995770137,0.011457216
-996.5359189,2.003432865,0.011590426
-996.5359189,2.011095592,0.011718199
-996.5359189,2.018758319,0.011840344
-996.5359189,2.026421047,0.011956667
-996.5359189,2.034083774,0.012066975
-996.5359189,2.041746501,0.012171075
-996.5359189,2.049409229,0.012268774
-996.5359189,2.057071956,0.01235988
-996.5359189,2.064734684,0.012444198
-996.5359189,2.072397411,0.012521537
-996.5359189,2.080060138,0.012591717
-996.5359189,2.087722866,0.012654596
-996.5359189,2.095385593,0.012710121
-996.5359189,2.103048321,0.012758358
-996.5359189,2.110711048,0.01279949
-996.5359189,2.118373775,0.012833776
-996.5359189,2.126036503,0.012861509
-996.5359189,2.13369923,0.012882991
-996.5359189,2.141361957,0.012898524
-996.5359189,2.149024685,0.01290841
-996.5359189,2.156687412,0.01291295
-996.5359189,2.16435014,0.012912446
-996.5359189,2.172012867,0.0129072
-996.5359189,2.179675594,0.012897514
-996.5359189,2.187338322,0.01288369
-996.5359189,2.195001049,0.012866029
-996.5359189,2.202663777,0.012844833
-996.5359189,2.210326504,0.012820404
-996.5359189,2.217989231,0.012793043
-996.5359189,2.225651959,0.012763053
-996.5359189,2.233314686,0.012730736
-996.5359189,2.240977414,0.012696392
-996.5359189,2.248640141,0.012660324
-996.5359189,2.256302868,0.012622834
-996.5359189,2.263965596,0.012584223
-996.5359189,2.271628323,0.012544794
-996.5359189,2.27929105,0.012504847
-996.5359189,2.286953778,0.012464685
-996.5359189,2.294616505,0.01242461
-996.5359189,2.302279233,0.012384922
-996.5359189,2.30994196,0.012345925
-996.5359189,2.317604687,0.01230792
-996.5359189,2.325267415,0.012271209
-996.5359189,2.332930142,0.012236093
-996.5359189,2.34059287,0.012202874
-996.5359189,2.348255597,0.012171854
-996.5359189,2.355918324,0.012143335
-996.5359189,2.363581052,0.012117619
-996.5359189,2.371243779,0.012095007
-996.5359189,2.378906507,0.012075801
-996.5359189,2.386569234,0.012060303
-996.5359189,2.394231961,0.012048815
-996.5359189,2.401894689,0.012041638
-996.5359189,2.409557416,0.012039075
-996.5359189,2.417220143,0.012041426
-996.5359189,2.424882871,0.012048995
-996.5359189,2.432545598,0.012062082
-996.5359189,2.440208326,0.01208099
-996.5359189,2.447871053,0.012106019
-996.5359189,2.45553378,0.012137473
-996.5359189,2.463196508,0.012175653
-996.5359189,2.470859235,0.01222086
-996.5359189,2.478521963,0.012273396
-996.5359189,2.48618469,0.012333564
-996.5359189,2.493847417,0.012401664
-996.5359189,2.501510145,0.012478
-996.5359189,2.509172872,0.012562871
-996.5359189,2.516835599,0.012656581
-996.5359189,2.524498327,0.012759431
-996.5359189,2.532161054,0.012871723
-996.5359189,2.539823782,0.012993759
-996.5359189,2.547486509,0.01312584
-996.5359189,2.555149236,0.013268268
-996.5359189,2.562811964,0.013421345
-996.5359189,2.570474691,0.013585372
-996.5359189,2.578137419,0.013760653
-996.5359189,2.585800146,0.013947487
-996.5359189,2.593462873,0.014146178
-996.5359189,2.601125601,0.014357027
-996.5359189,2.608788328,0.014580335
-996.5359189,2.616451056,0.014816405
-996.5359189,2.624113783,0.015065538
-996.5359189,2.63177651,0.015328036
-996.5359189,2.639439238,0.015604201
-996.5359189,2.647101965,0.015894335
-996.5359189,2.654764692,0.016198739
-996.5359189,2.66242742,0.016517715
-996.5359189,2.670090147,0.016851565
-996.5359189,2.677752875,0.01720059
-996.5359189,2.685415602,0.017565094
-996.5359189,2.693078329,0.017945376
-996.5359189,2.700741057,0.01834174
-996.5359189,2.708403784,0.018754486
-996.5359189,2.716066512,0.019183918
-996.5359189,2.723729239,0.019630335
-996.5359189,2.731391966,0.020094041
-996.5359189,2.739054694,0.020575337
-996.5359189,2.746717421,0.021074525
-996.5359189,2.754380149,0.021591906
-996.5359189,2.762042876,0.022127783
-996.5359189,2.769705603,0.022682456
-996.5359189,2.777368331,0.023256229
-996.5359189,2.785031058,0.023849402
-996.5359189,2.792693785,0.024462278
-996.5359189,2.800356513,0.025095158
-996.5359189,2.80801924,0.025748345
-996.5359189,2.815681968,0.026395136
-996.5359189,2.823344695,0.026980009
-996.5359189,2.831007422,0.027423086
-995.0354645,0.539851933,-0.005077179
-995.0354645,0.547514661,-0.004850337
-995.0354645,0.555177388,-0.004551053
-995.0354645,0.562840116,-0.004220331
-995.0354645,0.570502843,-0.003886667
-995.0354645,0.57816557,-0.003563765
-995.0354645,0.585828298,-0.003251486
-995.0354645,0.593491025,-0.002949687
-995.0354645,0.601153753,-0.00265823
-995.0354645,0.60881648,-0.002376971
-995.0354645,0.616479207,-0.002105772
-995.0354645,0.624141935,-0.00184449
-995.0354645,0.631804662,-0.001592985
-995.0354645,0.639467389,-0.001351116
-995.0354645,0.647130117,-0.001118742
-995.0354645,0.654792844,-0.000895723
-995.0354645,0.662455572,-0.000681917
-995.0354645,0.670118299,-0.000477184
-995.0354645,0.677781026,-0.000281382
-995.0354645,0.685443754,-9.44E-05
-995.0354645,0.693106481,8.40E-05
-995.0354645,0.700769209,0.000253842
-995.0354645,0.708431936,0.000415325
-995.0354645,0.716094663,0.000568581
-995.0354645,0.723757391,0.000713751
-995.0354645,0.731420118,0.000850975
-995.0354645,0.739082846,0.000980394
-995.0354645,0.746745573,0.00110215
-995.0354645,0.7544083,0.001216382
-995.0354645,0.762071028,0.001323232
-995.0354645,0.769733755,0.001422841
-995.0354645,0.777396482,0.00151535
-995.0354645,0.78505921,0.001600898
-995.0354645,0.792721937,0.001679629
-995.0354645,0.800384665,0.001751681
-995.0354645,0.808047392,0.001817197
-995.0354645,0.815710119,0.001876316
-995.0354645,0.823372847,0.00192918
-995.0354645,0.831035574,0.00197593
-995.0354645,0.838698302,0.002016707
-995.0354645,0.846361029,0.00205165
-995.0354645,0.854023756,0.002080902
-995.0354645,0.861686484,0.002104604
-995.0354645,0.869349211,0.002122895
-995.0354645,0.877011938,0.002135917
-995.0354645,0.884674666,0.002143811
-995.0354645,0.892337393,0.002146717
-995.0354645,0.900000121,0.002144777
-995.0354645,0.907662848,0.002138131
-995.0354645,0.915325575,0.002126921
-995.0354645,0.922988303,0.002111286
-995.0354645,0.93065103,0.002091369
-995.0354645,0.938313758,0.002067309
-995.0354645,0.945976485,0.002039248
-995.0354645,0.953639212,0.002007327
-995.0354645,0.96130194,0.001971686
-995.0354645,0.968964667,0.001932466
-995.0354645,0.976627395,0.001889808
-995.0354645,0.984290122,0.001843854
-995.0354645,0.991952849,0.001794743
-995.0354645,0.999615577,0.001742617
-995.0354645,1.007278304,0.001687617
-995.0354645,1.014941031,0.001629883
-995.0354645,1.022603759,0.001569557
-995.0354645,1.030266486,0.001506779
-995.0354645,1.037929214,0.00144169
-995.0354645,1.045591941,0.001374431
-995.0354645,1.053254668,0.001305143
-995.0354645,1.060917396,0.001233966
-995.0354645,1.068580123,0.001161042
-995.0354645,1.076242851,0.001086512
-995.0354645,1.083905578,0.001010516
-995.0354645,1.091568305,0.000933195
-995.0354645,1.099231033,0.00085469
-995.0354645,1.10689376,0.000775142
-995.0354645,1.114556488,0.000694692
-995.0354645,1.122219215,0.000613481
-995.0354645,1.129881942,0.000531649
-995.0354645,1.13754467,0.000449337
-995.0354645,1.145207397,0.000366687
-995.0354645,1.152870124,0.000283839
-995.0354645,1.160532852,0.000200934
-995.0354645,1.168195579,0.000118112
-995.0354645,1.175858307,3.55E-05
-995.0354645,1.183521034,-4.67E-05
-995.0354645,1.191183761,-0.00012844
-995.0354645,1.198846489,-0.000209517
-995.0354645,1.206509216,-0.000289806
-995.0354645,1.214171944,-0.000369165
-995.0354645,1.221834671,-0.000447455
-995.0354645,1.229497398,-0.000524534
-995.0354645,1.237160126,-0.000600261
-995.0354645,1.244822853,-0.000674496
-995.0354645,1.25248558,-0.000747098
-995.0354645,1.260148308,-0.000817925
-995.0354645,1.267811035,-0.000886836
-995.0354645,1.275473763,-0.000953692
-995.0354645,1.28313649,-0.001018351
-995.0354645,1.290799217,-0.001080672
-995.0354645,1.298461945,-0.001140515
-995.0354645,1.306124672,-0.001197738
-995.0354645,1.3137874,-0.001252201
-995.0354645,1.321450127,-0.001303762
-995.0354645,1.329112854,-0.001352281
-995.0354645,1.336775582,-0.001397618
-995.0354645,1.344438309,-0.00143963
-995.0354645,1.352101037,-0.001478178
-995.0354645,1.359763764,-0.00151312
-995.0354645,1.367426491,-0.001544316
-995.0354645,1.375089219,-0.001571624
-995.0354645,1.382751946,-0.001594904
-995.0354645,1.390414673,-0.001614015
-995.0354645,1.398077401,-0.001628817
-995.0354645,1.405740128,-0.001639167
-995.0354645,1.413402856,-0.001644926
-995.0354645,1.421065583,-0.001645952
-995.0354645,1.42872831,-0.001642105
-995.0354645,1.436391038,-0.001633243
-995.0354645,1.444053765,-0.001619227
-995.0354645,1.451716493,-0.001599914
-995.0354645,1.45937922,-0.001575165
-995.0354645,1.467041947,-0.001544837
-995.0354645,1.474704675,-0.001508791
-995.0354645,1.482367402,-0.001466886
-995.0354645,1.49003013,-0.00141898
-995.0354645,1.497692857,-0.001364934
-995.0354645,1.505355584,-0.001304605
-995.0354645,1.513018312,-0.001237853
-995.0354645,1.520681039,-0.001164537
-995.0354645,1.528343766,-0.001084527
-995.0354645,1.536006494,-0.000997718
-995.0354645,1.543669221,-0.000904067
-995.0354645,1.551331949,-0.000803612
-995.0354645,1.558994676,-0.00069647
-995.0354645,1.566657403,-0.00058281
-995.0354645,1.574320131,-0.00046282
-995.0354645,1.581982858,-0.000336695
-995.0354645,1.589645586,-0.000204632
-995.0354645,1.597308313,-6.68E-05
-995.0354645,1.60497104,7.65E-05
-995.0354645,1.612633768,0.000225243
-995.0354645,1.620296495,0.000379113
-995.0354645,1.627959223,0.000537947
-995.0354645,1.63562195,0.00070155
-995.0354645,1.643284677,0.000869726
-995.0354645,1.650947405,0.001042281
-995.0354645,1.658610132,0.00121902
-995.0354645,1.666272859,0.001399748
-995.0354645,1.673935587,0.001584269
-995.0354645,1.681598314,0.001772389
-995.0354645,1.689261042,0.001963913
-995.0354645,1.696923769,0.002158645
-995.0354645,1.704586496,0.00235639
-995.0354645,1.712249224,0.002556954
-995.0354645,1.719911951,0.002760141
-995.0354645,1.727574679,0.002965756
-995.0354645,1.735237406,0.003173604
-995.0354645,1.742900133,0.003383491
-995.0354645,1.750562861,0.003595221
-995.0354645,1.758225588,0.003808598
-995.0354645,1.765888315,0.004023429
-995.0354645,1.773551043,0.004239518
-995.0354645,1.78121377,0.004456669
-995.0354645,1.788876498,0.004674689
-995.0354645,1.796539225,0.004893381
-995.0354645,1.804201952,0.005112551
-995.0354645,1.81186468,0.005332003
-995.0354645,1.819527407,0.005551543
-995.0354645,1.827190135,0.005770976
-995.0354645,1.834852862,0.005990106
-995.0354645,1.842515589,0.006208739
-995.0354645,1.850178317,0.006426679
-995.0354645,1.857841044,0.006643731
-995.0354645,1.865503772,0.006859701
-995.0354645,1.873166499,0.007074393
-995.0354645,1.880829226,0.007287612
-995.0354645,1.888491954,0.007499163
-995.0354645,1.896154681,0.007708851
-995.0354645,1.903817408,0.007916481
-995.0354645,1.911480136,0.008121859
-995.0354645,1.919142863,0.008324788
-995.0354645,1.926805591,0.008525074
-995.0354645,1.934468318,0.008722522
-995.0354645,1.942131045,0.008916936
-995.0354645,1.949793773,0.009108123
-995.0354645,1.9574565,0.009295886
-995.0354645,1.965119228,0.00948003
-995.0354645,1.972781955,0.009660361
-995.0354645,1.980444682,0.009836684
-995.0354645,1.98810741,0.010008803
-995.0354645,1.995770137,0.010176523
-995.0354645,2.003432865,0.01033965
-995.0354645,2.011095592,0.010497988
-995.0354645,2.018758319,0.010651342
-995.0354645,2.026421047,0.010799518
-995.0354645,2.034083774,0.010942319
-995.0354645,2.041746501,0.011079552
-995.0354645,2.049409229,0.01121102
-995.0354645,2.057071956,0.01133653
-995.0354645,2.064734684,0.011455885
-995.0354645,2.072397411,0.011568892
-995.0354645,2.080060138,0.011675366
-995.0354645,2.087722866,0.011775161
-995.0354645,2.095385593,0.011868205
-995.0354645,2.103048321,0.011954538
-995.0354645,2.110711048,0.012034304
-995.0354645,2.118373775,0.012107716
-995.0354645,2.126036503,0.012175017
-995.0354645,2.13369923,0.012236459
-995.0354645,2.141361957,0.012292293
-995.0354645,2.149024685,0.01234277
-995.0354645,2.156687412,0.012388141
-995.0354645,2.16435014,0.012428658
-995.0354645,2.172012867,0.012464572
-995.0354645,2.179675594,0.012496134
-995.0354645,2.187338322,0.012523595
-995.0354645,2.195001049,0.012547207
-995.0354645,2.202663777,0.012567221
-995.0354645,2.210326504,0.012583889
-995.0354645,2.217989231,0.012597461
-995.0354645,2.225651959,0.012608188
-995.0354645,2.233314686,0.012616323
-995.0354645,2.240977414,0.012622116
-995.0354645,2.248640141,0.012625818
-995.0354645,2.256302868,0.012627682
-995.0354645,2.263965596,0.012627957
-995.0354645,2.271628323,0.012626896
-995.0354645,2.27929105,0.01262475
-995.0354645,2.286953778,0.012621769
-995.0354645,2.294616505,0.012618205
-995.0354645,2.302279233,0.01261431
-995.0354645,2.30994196,0.012610335
-995.0354645,2.317604687,0.012606531
-995.0354645,2.325267415,0.012603148
-995.0354645,2.332930142,0.01260044
-995.0354645,2.34059287,0.012598655
-995.0354645,2.348255597,0.012598047
-995.0354645,2.355918324,0.012598867
-995.0354645,2.363581052,0.012601365
-995.0354645,2.371243779,0.012605792
-995.0354645,2.378906507,0.012612401
-995.0354645,2.386569234,0.012621442
-995.0354645,2.394231961,0.012633166
-995.0354645,2.401894689,0.012647826
-995.0354645,2.409557416,0.012665671
-995.0354645,2.417220143,0.012686954
-995.0354645,2.424882871,0.012711926
-995.0354645,2.432545598,0.012740838
-995.0354645,2.440208326,0.01277394
-995.0354645,2.447871053,0.012811486
-995.0354645,2.45553378,0.012853724
-995.0354645,2.463196508,0.012900908
-995.0354645,2.470859235,0.012953288
-995.0354645,2.478521963,0.013011116
-995.0354645,2.48618469,0.013074643
-995.0354645,2.493847417,0.013144119
-995.0354645,2.501510145,0.013219797
-995.0354645,2.509172872,0.013301927
-995.0354645,2.516835599,0.013390761
-995.0354645,2.524498327,0.013486551
-995.0354645,2.532161054,0.013589546
-995.0354645,2.539823782,0.013699999
-995.0354645,2.547486509,0.013818162
-995.0354645,2.555149236,0.013944284
-995.0354645,2.562811964,0.014078618
-995.0354645,2.570474691,0.014221414
-995.0354645,2.578137419,0.014372924
-995.0354645,2.585800146,0.0145334
-995.0354645,2.593462873,0.014703092
-995.0354645,2.601125601,0.014882252
-995.0354645,2.608788328,0.015071131
-995.0354645,2.616451056,0.01526998
-995.0354645,2.624113783,0.015479051
-995.0354645,2.63177651,0.015698594
-995.0354645,2.639439238,0.015928862
-995.0354645,2.647101965,0.016170104
-995.0354645,2.654764692,0.016422574
-995.0354645,2.66242742,0.016686521
-995.0354645,2.670090147,0.016962198
-995.0354645,2.677752875,0.017249855
-995.0354645,2.685415602,0.017549743
-995.0354645,2.693078329,0.017862115
-995.0354645,2.700741057,0.01818722
-995.0354645,2.708403784,0.018525311
-995.0354645,2.716066512,0.018876639
-995.0354645,2.723729239,0.019241455
-995.0354645,2.731391966,0.01962001
-995.0354645,2.739054694,0.020012556
